Date,Close
10/25/2020,13031.17383
10/26/2020,13075.24805
10/27/2020,13654.21875
10/28/2020,13271.28516
10/29/2020,13437.88281
10/30/2020,13546.52246
10/31/2020,13780.99512
11/1/2020,13737.10938
11/2/2020,13550.48926
11/3/2020,13950.30078
11/4/2020,14133.70703
11/5/2020,15579.84863
11/6/2020,15565.88086
11/7/2020,14833.75391
11/8/2020,15479.56738
11/9/2020,15332.31543
11/10/2020,15290.90234
11/11/2020,15701.33984
11/12/2020,16276.34375
11/13/2020,16317.80859
11/14/2020,16068.13867
11/15/2020,15955.58789
11/16/2020,16716.11133
11/17/2020,17645.40625
11/18/2020,17804.00586
11/19/2020,17817.08984
11/20/2020,18621.31445
11/21/2020,18642.23242
11/22/2020,18370.00195
11/23/2020,18364.12109
11/24/2020,19107.46484
11/25/2020,18732.12109
11/26/2020,17150.62305
11/27/2020,17108.40234
11/28/2020,17717.41406
11/29/2020,18177.48438
11/30/2020,19625.83594
12/1/2020,18802.99805
12/2/2020,19201.0918
12/3/2020,19445.39844
12/4/2020,18699.76563
12/5/2020,19154.23047
12/6/2020,19345.12109
12/7/2020,19191.63086
12/8/2020,18321.14453
12/9/2020,18553.91602
12/10/2020,18264.99219
12/11/2020,18058.9043
12/12/2020,18803.65625
12/13/2020,19142.38281
12/14/2020,19246.64453
12/15/2020,19417.07617
12/16/2020,21310.59766
12/17/2020,22805.16211
12/18/2020,23137.96094
12/19/2020,23869.83203
12/20/2020,23477.29492
12/21/2020,22803.08203
12/22/2020,23783.0293
12/23/2020,23241.3457
12/24/2020,23735.94922
12/25/2020,24664.79102
12/26/2020,26437.03711
12/27/2020,26272.29492
12/28/2020,27084.80859
12/29/2020,27362.4375
12/30/2020,28840.95313
12/31/2020,29001.7207
1/1/2021,29374.15234
1/2/2021,32127.26758
1/3/2021,32782.02344
1/4/2021,31971.91406
1/5/2021,33992.42969
1/6/2021,36824.36328
1/7/2021,39371.04297
1/8/2021,40797.60938
1/9/2021,40254.54688
1/10/2021,38356.44141
1/11/2021,35566.65625
1/12/2021,33922.96094
1/13/2021,37316.35938
1/14/2021,39187.32813
1/15/2021,36825.36719
1/16/2021,36178.14063
1/17/2021,35791.27734
1/18/2021,36630.07422
1/19/2021,36069.80469
1/20/2021,35547.75
1/21/2021,30825.69922
1/22/2021,33005.76172
1/23/2021,32067.64258
1/24/2021,32289.37891
1/25/2021,32366.39258
1/26/2021,32569.84961
1/27/2021,30432.54688
1/28/2021,31649.60547
1/29/2021,34316.38672
1/30/2021,34269.52344
1/31/2021,33114.35938
2/1/2021,33537.17578
2/2/2021,35510.28906
2/3/2021,37472.08984
2/4/2021,36926.06641
2/5/2021,38144.30859
2/6/2021,39266.01172
2/7/2021,38903.44141
2/8/2021,46196.46484
2/9/2021,46481.10547
2/10/2021,44918.18359
2/11/2021,47909.33203
2/12/2021,47504.85156
2/13/2021,47105.51563
2/14/2021,48717.28906
2/15/2021,47945.05859
2/16/2021,49199.87109
2/17/2021,52149.00781
2/18/2021,51679.79688
2/19/2021,55888.13281
2/20/2021,56099.51953
2/21/2021,57539.94531
2/22/2021,54207.32031
2/23/2021,48824.42578
2/24/2021,49705.33203
2/25/2021,47093.85156
2/26/2021,46339.76172
2/27/2021,46188.45313
2/28/2021,45137.76953
3/1/2021,49631.24219
3/2/2021,48378.98828
3/3/2021,50538.24219
3/4/2021,48561.16797
3/5/2021,48927.30469
3/6/2021,48912.38281
3/7/2021,51206.69141
3/8/2021,52246.52344
3/9/2021,54824.11719
3/10/2021,56008.55078
3/11/2021,57805.12109
3/12/2021,57332.08984
3/13/2021,61243.08594
3/14/2021,59302.31641
3/15/2021,55907.19922
3/16/2021,56804.90234
3/17/2021,58870.89453
3/18/2021,57858.92188
3/19/2021,58346.65234
3/20/2021,58313.64453
3/21/2021,57523.42188
3/22/2021,54529.14453
3/23/2021,54738.94531
3/24/2021,52774.26563
3/25/2021,51704.16016
3/26/2021,55137.3125
3/27/2021,55973.51172
3/28/2021,55950.74609
3/29/2021,57750.19922
3/30/2021,58917.69141
3/31/2021,58918.83203
4/1/2021,59095.80859
4/2/2021,59384.3125
4/3/2021,57603.89063
4/4/2021,58758.55469
4/5/2021,59057.87891
4/6/2021,58192.35938
4/7/2021,56048.9375
4/8/2021,58323.95313
4/9/2021,58245.00391
4/10/2021,59793.23438
4/11/2021,60204.96484
4/12/2021,59893.45313
4/13/2021,63503.45703
4/14/2021,63109.69531
4/15/2021,63314.01172
4/16/2021,61572.78906
4/17/2021,60683.82031
4/18/2021,56216.18359
4/19/2021,55724.26563
4/20/2021,56473.03125
4/21/2021,53906.08984
4/22/2021,51762.27344
4/23/2021,51093.65234
4/24/2021,50050.86719
4/25/2021,49004.25391
4/26/2021,54021.75391
4/27/2021,55033.11719
4/28/2021,54824.70313
4/29/2021,53555.10938
4/30/2021,57750.17578
5/1/2021,57828.05078
5/2/2021,56631.07813
5/3/2021,57200.29297
5/4/2021,53333.53906
5/5/2021,57424.00781
5/6/2021,56396.51563
5/7/2021,57356.40234
5/8/2021,58803.77734
5/9/2021,58232.31641
5/10/2021,55859.79688
5/11/2021,56704.57422
5/12/2021,49150.53516
5/13/2021,49716.19141
5/14/2021,49880.53516
5/15/2021,46760.1875
5/16/2021,46456.05859
5/17/2021,43537.51172
5/18/2021,42909.40234
5/19/2021,37002.44141
5/20/2021,40782.73828
5/21/2021,37304.69141
5/22/2021,37536.63281
5/23/2021,34770.58203
5/24/2021,38705.98047
5/25/2021,38402.22266
5/26/2021,39294.19922
5/27/2021,38436.96875
5/28/2021,35697.60547
5/29/2021,34616.06641
5/30/2021,35678.12891
5/31/2021,37332.85547
6/1/2021,36684.92578
6/2/2021,37575.17969
6/3/2021,39208.76563
6/4/2021,36894.40625
6/5/2021,35551.95703
6/6/2021,35862.37891
6/7/2021,33560.70703
6/8/2021,33472.63281
6/9/2021,37345.12109
6/10/2021,36702.59766
6/11/2021,37334.39844
6/12/2021,35552.51563
6/13/2021,39097.85938
6/14/2021,40218.47656
6/15/2021,40406.26953
6/16/2021,38347.0625
6/17/2021,38053.50391
6/18/2021,35787.24609
6/19/2021,35615.87109
6/20/2021,35698.29688
6/21/2021,31676.69336
6/22/2021,32505.66016
6/23/2021,33723.02734
6/24/2021,34662.4375
6/25/2021,31637.7793
6/26/2021,32186.27734
6/27/2021,34649.64453
6/28/2021,34434.33594
6/29/2021,35867.77734
6/30/2021,35040.83594
7/1/2021,33572.11719
7/2/2021,33897.04688
7/3/2021,34668.54688
7/4/2021,35287.78125
7/5/2021,33746.00391
7/6/2021,34235.19531
7/7/2021,33855.32813
7/8/2021,32877.37109
7/9/2021,33798.01172
7/10/2021,33520.51953
7/11/2021,34240.1875
7/12/2021,33155.84766
7/13/2021,32702.02539
7/14/2021,32822.34766
7/15/2021,31780.73047
7/16/2021,31421.53906
7/17/2021,31533.06836
7/18/2021,31796.81055
7/19/2021,30817.83203
7/20/2021,29807.34766
7/21/2021,32110.69336
7/22/2021,32313.10547
7/23/2021,33581.55078
7/24/2021,34292.44531
7/25/2021,35350.1875
7/26/2021,37337.53516
7/27/2021,39406.94141
7/28/2021,39995.90625
7/29/2021,40008.42188
7/30/2021,42235.54688
7/31/2021,41626.19531
8/1/2021,39974.89453
8/2/2021,39201.94531
8/3/2021,38152.98047
8/4/2021,39747.50391
8/5/2021,40869.55469
8/6/2021,42816.5
8/7/2021,44555.80078
8/8/2021,43798.11719
8/9/2021,46365.40234
8/10/2021,45585.03125
8/11/2021,45593.63672
8/12/2021,44428.28906
8/13/2021,47793.32031
8/14/2021,47096.94531
8/15/2021,47047.00391
8/16/2021,46004.48438
8/17/2021,44695.35938
8/18/2021,44801.1875
8/19/2021,46717.57813
8/20/2021,49339.17578
8/21/2021,48905.49219
8/22/2021,49321.65234
8/23/2021,49546.14844
8/24/2021,47706.11719
8/25/2021,48960.78906
8/26/2021,46942.21875
8/27/2021,49058.66797
8/28/2021,48902.40234
8/29/2021,48829.83203
8/30/2021,47054.98438
8/31/2021,47166.6875
9/1/2021,48847.02734
9/2/2021,49327.72266
9/3/2021,50025.375
9/4/2021,49944.625
9/5/2021,51753.41016
9/6/2021,52633.53516
9/7/2021,46811.12891
9/8/2021,46091.39063
9/9/2021,46391.42188
9/10/2021,44883.91016
9/11/2021,45201.45703
9/12/2021,46063.26953
9/13/2021,44963.07422
9/14/2021,47092.49219
9/15/2021,48176.34766
9/16/2021,47783.35938
9/17/2021,47267.51953
9/18/2021,48278.36328
9/19/2021,47260.21875
9/20/2021,42843.80078
9/21/2021,40693.67578
9/22/2021,43574.50781
9/23/2021,44895.09766
9/24/2021,42839.75
9/25/2021,42716.59375
9/26/2021,43208.53906
9/27/2021,42235.73047
9/28/2021,41034.54297
9/29/2021,41564.36328
9/30/2021,43790.89453
10/1/2021,48116.94141
10/2/2021,47711.48828
10/3/2021,48199.95313
10/4/2021,49112.90234
10/5/2021,51514.8125
10/6/2021,55361.44922
10/7/2021,53805.98438
10/8/2021,53967.84766
10/9/2021,54968.22266
10/10/2021,54771.57813
10/11/2021,57484.78906
10/12/2021,56041.05859
10/13/2021,57401.09766
10/14/2021,57321.52344
10/15/2021,61593.94922
10/16/2021,60892.17969
10/17/2021,61553.61719
10/18/2021,62026.07813
10/19/2021,64261.99219
10/20/2021,65992.83594
10/21/2021,62210.17188
10/22/2021,60692.26563
10/23/2021,61393.61719
10/24/2021,60930.83594
10/25/2021,63039.82422
10/26/2021,60363.79297
10/27/2021,58482.38672
10/28/2021,60622.13672
10/29/2021,62227.96484
10/30/2021,61888.83203
10/31/2021,61318.95703
11/1/2021,61004.40625
11/2/2021,63226.40234
11/3/2021,62970.04688
11/4/2021,61452.23047
11/5/2021,61125.67578
11/6/2021,61527.48047
11/7/2021,63326.98828
11/8/2021,67566.82813
11/9/2021,66971.82813
11/10/2021,64995.23047
11/11/2021,64949.96094
11/12/2021,64155.94141
11/13/2021,64469.52734
11/14/2021,65466.83984
11/15/2021,63557.87109
11/16/2021,60161.24609
11/17/2021,60368.01172
11/18/2021,56942.13672
11/19/2021,58119.57813
11/20/2021,59697.19531
11/21/2021,58730.47656
11/22/2021,56289.28906
11/23/2021,57569.07422
11/24/2021,56280.42578
11/25/2021,57274.67969
11/26/2021,53569.76563
11/27/2021,54815.07813
11/28/2021,57248.45703
11/29/2021,57806.56641
11/30/2021,57005.42578
12/1/2021,56859.64453
12/2/2021,56477.82
12/3/2021,53598.25
12/4/2021,49200.7
12/5/2021,49368.85
12/6/2021,49015.46
